Ministry,Year,PositionTitle,PositionClass,BaseSalary,CashBenefits,NonCashBenefits,Severance
Justice and Solicitor General,2016,Manager,Manager Zone 2,107152.5,0,33975.88,0
Justice and Solicitor General,2016,Director,Senior Manager Zone 2,118224.6,0,33193.5,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,139970.33,0,37935.09,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 2,121119.7,0,34984.54,0
Justice and Solicitor General,2016,OrganizedCrimeCrown Prosecutor,Justice Legal Counsel 3,162070.74,0,41416.99,0
Justice and Solicitor General,2016,Fleet and Safety Manager,Manager Zone 2,107152.5,0,30453.74,0
Justice and Solicitor General,2016,"ED, ACOB",Executive Manager 1,164060.78,0,7576.5,0
Justice and Solicitor General,2016,Tech Internet Crime Prosecutor,Justice Legal Counsel 4,189220.49,0,53474.19,0
Justice and Solicitor General,2016,Legal Team Lead,Justice Legal Counsel 4,181228.06,0,50269.43,0
Justice and Solicitor General,2016,Senior Manager 1,Senior Manager Zone 1,108706.26,0,30803.06,0
Justice and Solicitor General,2016,"Dep Dir, Administration",Manager Zone 2,107152.5,7418.25,29893.62,0
Justice and Solicitor General,2016,Dir Strategic Inf & Evaluation,Manager Zone 2,116913.15,0,35304.01,0
Justice and Solicitor General,2016,"Director, Procurement Services",Senior Manager Zone 2,133317.86,0,36422.96,0
Justice and Solicitor General,2016,Director MEP,Senior Manager Zone 2,121708.34,0,37300.19,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 2,117592.02,0,32775.24,0
Justice and Solicitor General,2016,"Leader, Dispute Resolution",Manager Zone 2,107152.5,0,37230.04,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 4,181228.06,0,49525.97,0
Justice and Solicitor General,2016,Appellate Counsel,Justice Legal Counsel 4,181228.06,0,46315.35,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 2,136321.64,0,38684.22,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,168145.12,0,46116.84,0
Justice and Solicitor General,2016,Chief Crown Prosecutor,Justice Legal Counsel 4,181228.06,0,48205.67,0
Justice and Solicitor General,2016,"Director, Business Analysis",Senior Manager Zone 1,116803.99,0,34476.93,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,161613.14,0,45843.73,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 4,168605.43,0,48647.06,0
Justice and Solicitor General,2016,Planning and Operations Mgr,Manager Zone 2,107152.5,0,33398.24,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 2,106737.37,0,29549.68,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,112101.29,0,33737.26,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 2,107453.53,0,30275.86,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,168145.12,0,43886.41,0
Justice and Solicitor General,2016,Director Health,Justice Legal Counsel 5,190848.58,0,48963.28,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,157380.34,0,45553.38,0
Justice and Solicitor General,2016,Executive Legal Counsel,Justice Legal Counsel 2,145622.88,0,41825.97,0
Justice and Solicitor General,2016,Chief Crown Prosecutor,Justice Legal Counsel 4,181228.06,0,47590.51,0
Justice and Solicitor General,2016,Exec Leg Counto CJ & Dir Calg,Justice Legal Counsel 4,180599.64,0,55364.24,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 4,177235.33,0,49845.15,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 2,107453.53,6000,23630.74,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,157380.34,0,44754.14,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 4,181228.06,0,48260.83,0
Justice and Solicitor General,2016,Dir. Comm Corr & Release Progr,Senior Manager Zone 2,108480.81,0,30686.9,0
Justice and Solicitor General,2016,Assistant Deputy Minister,Assistant Deputy Minister,186633.46,0,48295.85,0
Justice and Solicitor General,2016,Chief Crown Prosecutor,Justice Legal Counsel 5,190848.58,0,53272.34,0
Justice and Solicitor General,2016,"Manager, ALERT",Manager Zone 2,107152.5,0,30447.94,0
Justice and Solicitor General,2016,Deputy Director,Manager Zone 2,107152.5,0,30447.94,0
Justice and Solicitor General,2016,Appellate Counsel,Justice Legal Counsel 4,181228.06,0,49525.97,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 2,117592.02,0,32820.57,0
Justice and Solicitor General,2016,Senior Project Manager,Manager Zone 2,107152.5,0,26333.16,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,159271.84,0,46307.12,0
Justice and Solicitor General,2016,Barrister and Solicitior,Justice Legal Counsel 4,181228.06,0,10766.71,0
Justice and Solicitor General,2016,Director of Investigations,Senior Manager Zone 2,133317.86,0,38311.34,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 2,136321.64,0,40007.1,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 4,169730.6,0,48092.57,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,168144.86,0,45437.08,0
Justice and Solicitor General,2016,CrownProsecutor,Justice Legal Counsel 3,151644.22,0,43935.54,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,144093.56,0,42780.16,0
Justice and Solicitor General,2016,Chief Crown Prosecutor,Justice Legal Counsel 4,160527.97,0,43340.15,0
Justice and Solicitor General,2016,Deputy Director of Operations,Manager Zone 2,107152.5,9195.59,30447.94,0
Justice and Solicitor General,2016,"Sr.Manager,Legal &Legislation",Senior Manager Zone 2,133317.86,0,44343.08,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,156193.44,6000,41388.96,0
Justice and Solicitor General,2016,Legal Counsel,Justice Legal Counsel 3,161990.92,0,46635.76,0
Justice and Solicitor General,2016,Deputy Director,Manager Zone 2,106141.88,10224.56,30218.1,0
Justice and Solicitor General,2016,Org. Crime Crown Prosecutor,Justice Legal Counsel 4,181227.8,100,47514.68,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,166046.4,0,44052.42,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 2,136321.64,0,55966.6,0
Justice and Solicitor General,2016,Barrister & Solicitor,Justice Legal Counsel 3,168145.12,0,43452.35,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,168145.12,0,44541.76,0
Justice and Solicitor General,2016,Legislative Counsel,Justice Legal Counsel 3,168145.12,0,3619.5,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,147225.78,0,38521.72,0
Justice and Solicitor General,2016,Director,Justice Legal Counsel 5,189502.63,0,52219.27,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,160879.16,0,45746.85,0
Justice and Solicitor General,2016,Barrister & Solicitor,Justice Legal Counsel 3,127357.68,0,40535.71,0
Justice and Solicitor General,2016,"Mgr,Aboriginal & Bus. Initiati",Manager Zone 2,107152.5,0,33503.46,0
Justice and Solicitor General,2016,"ED, AB Human Rights",Executive Manager 1,162433.44,18992.32,45669.75,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,121247.35,0,51125.53,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,138310.86,0,39463.52,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,168145.12,0,44541.76,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,168145.12,0,45617.26,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,144398.8,0,41597.01,0
Justice and Solicitor General,2016,Deputy Director,Manager Zone 2,107152.5,11045.75,28929.42,0
Justice and Solicitor General,2016,Ex Leg Officer/Dir Commun,Justice Legal Counsel 4,181228.06,0,53905.53,0
Justice and Solicitor General,2016,Deputy Director,Manager Zone 2,107152.5,14586.61,30447.94,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,160879.16,0,45386.75,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 2,117592.02,0,32565.34,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,144542.86,0,40067.18,0
Justice and Solicitor General,2016,"Sr. Mgr, App Develop.& Web",Senior Manager Zone 1,118938.56,250,33139.67,0
Justice and Solicitor General,2016,Superintendent - Central,Senior Manager Zone 1,118938.56,0,33139.67,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,162070.74,0,43068.62,0
Justice and Solicitor General,2016,Mgr Mental Health Initiative,Senior Manager Zone 1,113581.66,0,33003.64,0
Justice and Solicitor General,2016,Deputy Director,Manager Zone 2,107152.5,1813.75,30107.6,0
Justice and Solicitor General,2016,"ED, Leg Policy & Min Serv",Justice Legal Counsel 6,196873.04,0,53008.81,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,168145.12,0,45833.66,0
Justice and Solicitor General,2016,Director,Justice Legal Counsel 5,190848.58,0,52730.16,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,168145.12,0,45675.88,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 2,124753.46,0,34125.96,0
Justice and Solicitor General,2016,Barrister and Solictor,Justice Legal Counsel 3,168145.12,0,47767.32,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 2,121119.7,0,33637.08,0
Justice and Solicitor General,2016,Project Support,Manager Zone 2,107152.5,0,32457.36,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 4,175036.42,0,46147.51,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,139970.86,0,36355.77,0
Justice and Solicitor General,2016,"Director,Operations & Protect",Senior Manager Zone 2,128453.52,0,34512.24,0
Justice and Solicitor General,2016,Chief Crown Prosecutor,Justice Legal Counsel 4,181228.06,6000,47590.51,0
Justice and Solicitor General,2016,Ex. Dir. Court of Queens Bench,Justice Legal Counsel 5,171974.14,0,48516.24,0
Justice and Solicitor General,2016,Director,Justice Legal Counsel 5,189502.63,0,52397.89,0
Justice and Solicitor General,2016,ED Departmental Legal Services,Justice Legal Counsel 6,196873.04,0,55519.97,0
Justice and Solicitor General,2016,Program Director,Justice Legal Counsel 3,148242.12,0,43052.16,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 4,182203.9,0,49293.88,0
Justice and Solicitor General,2016,Senior Asst. Deputy Minister,Assistant Deputy Minister,213122.92,0,58244.02,0
Justice and Solicitor General,2016,Barrister & Solicitor,Justice Legal Counsel 3,144661.12,0,40299.93,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,168145.12,0,47972.2,0
Justice and Solicitor General,2016,Chief of Staff,Ministerial EA,119540.45,16843.32,10014.54,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 5,181968.1,0,47760.72,0
Justice and Solicitor General,2016,Centre Director,Senior Manager Zone 2,131138.8,6000,7272.07,0
Justice and Solicitor General,2016,Deputy Director,Manager Zone 2,107152.5,12254.92,28827.05,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 4,181228.06,0,50223.79,0
Justice and Solicitor General,2016,"ED, Strategic & Bus Serv",Justice Legal Counsel 6,196873.04,0,6692.87,0
Justice and Solicitor General,2016,"Director,Strategy and Program",Senior Manager Zone 1,113416.8,0,33581.75,0
Justice and Solicitor General,2016,Deputy Director,Manager Zone 2,106141.88,11480.19,30218.1,0
Justice and Solicitor General,2016,Legal Team Lead,Justice Legal Counsel 5,190848.58,0,52415.56,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 2,108801.42,0,26136.69,0
Justice and Solicitor General,2016,Executive Director,Executive Manager 1,140882.82,0,41357.52,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,135809.52,0,47705.36,0
Justice and Solicitor General,2016,"Director, CFO",Justice Legal Counsel 4,181228.06,0,50841.29,0
Justice and Solicitor General,2016,Superintendent,Senior Manager Zone 1,118938.56,250,34714.75,0
Justice and Solicitor General,2016,"Deputy Director,Operations",Manager Zone 2,107152.5,11636.73,30447.94,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 4,181228.06,0,50110.43,0
Justice and Solicitor General,2016,Assistant Deputy Minister,ADM Justice Legal Counsel 8,201205.16,0,52169.95,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,181228.08,0,49415.07,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,158137.2,0,49048.64,0
Justice and Solicitor General,2016,"Leader, Public Legal Education",Manager Zone 2,107152.5,0,30204.58,0
Justice and Solicitor General,2016,"Director, MVAC",Senior Manager Zone 1,118938.56,0,36396.69,0
Justice and Solicitor General,2016,"Manager, Info Mgt & Technology",Manager Zone 2,107152.5,0,32539.64,0
Justice and Solicitor General,2016,Dir Legal & Legis Initiatives,Justice Legal Counsel 5,190848.58,0,53360.14,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,131600.51,0,47378.44,0
Justice and Solicitor General,2016,"Director, Planning & Eval",Senior Manager Zone 2,122424.01,0,37086.74,0
Justice and Solicitor General,2016,Ministry Info Security Officer,Senior Manager Zone 2,127757.5,0,35316.14,0
Justice and Solicitor General,2016,Director of Operations,Senior Manager Zone 1,106930.48,11306.85,33926.29,0
Justice and Solicitor General,2016,Director,Justice Legal Counsel 5,190848.58,0,53042.82,0
Justice and Solicitor General,2016,"Deputy Director, Programs",Manager Zone 2,107152.5,0,5760.04,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 4,181228.06,0,49893.85,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 2,128565.32,0,37590,0
Justice and Solicitor General,2016,Deputy Director Programs,Manager Zone 2,107152.5,0,30447.94,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 2,110791.57,0,30870.95,0
Justice and Solicitor General,2016,Assistant Deputy Minister,Assistant Deputy Minister,180364.39,0,53939.5,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 4,144982.5,0,43430.31,0
Justice and Solicitor General,2016,Legislative Counsel,Justice Legal Counsel 4,181228.06,0,50784.17,0
Justice and Solicitor General,2016,Deputy Director,Manager Zone 2,106141.88,10867.84,28942.94,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 2,107453.53,0,23353.57,0
Justice and Solicitor General,2016,Legal Counsel,Justice Legal Counsel 3,114527.66,0,37435.51,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,168144.86,0,47565.82,0
Justice and Solicitor General,2016,"Manager, Executive Protection",Manager Zone 2,107152.5,0,30204.58,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 4,170359.16,0,45050.43,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 3,121904.64,0,36316.63,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 3,153655.84,0,39432.97,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 2,128496.16,0,37070.53,0
Justice and Solicitor General,2016,Bodily Injury Specialist,Manager Zone 2,107152.5,0,33270.24,0
Justice and Solicitor General,2016,Legal Counsel,Justice Legal Counsel 3,131536.34,0,44072.07,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 5,190848.58,0,53360.14,0
Justice and Solicitor General,2016,Legal Counsel,Justice Legal Counsel 2,145622.88,0,38016.25,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 4,179032.62,100,49331.59,0
Justice and Solicitor General,2016,Director - Resolution Services,Senior Manager Zone 2,133491.58,0,7285.58,0
Justice and Solicitor General,2016,Bariister & Solicitor,Justice Legal Counsel 3,126171.24,0,37293.54,0
Justice and Solicitor General,2016,Crown Prosecutor,Justice Legal Counsel 2,124753.46,0,33853.54,0
Justice and Solicitor General,2016,Assist Chief Medical Examiner,Pathologist IV,383017.99,0,7279.41,0
Justice and Solicitor General,2016,Barrister and Solicitor,Justice Legal Counsel 4,181228.06,0,50677.49,0
